cluster_id,violations,peak_hour_ratio,junction_ratio,active_days,active_weeks,approval_ratio,repeat_offender_ratio,cluster_congestion_proxy,recent_7_day_violations,prev_7_day_violations,growth_rate,best_window,center_lat,center_lon,top_violation,top_police_station,top_junction,persistence_score,impact_score,risk_tier,predicted_violations,forecast_margin,forecast_confidence,latest_violations,expected_increase_pct,forecast_risk,recommended_resources,why_ranked
3690,30,0.23333333333333334,1.0,9,8,0.5,0.16666666666666666,167.44,1,0,1.0,19:00 - 22:00,12.979487371547728,77.60361467933333,WRONG PARKING,Shivajinagar,BTP211 - Central Street Junction,0.06818181818181818,25.470384923684623,Low,3.0,1,66.7,4.0,-25.0,Low,1 Traffic Officer,"Ranked #1417 because:
• Traffic Obstruction Proxy: 167
• 30 total violations
• 23% peak-hour concentration
• Growth Rate: +100.0%"
4542,31,0.0,1.0,4,3,0.8387096774193549,0.5161290322580645,177.1,4,0,4.0,22:00 - 25:00,12.973972651612902,77.54563173548387,NO PARKING,Vijayanagara,BTP020 - Hosahalli Metro Station,0.030303030303030304,25.47027449650672,Low,18.0,2,88.9,2.0,800.0,Medium,1 Traffic Officer,"Ranked #1418 because:
• Traffic Obstruction Proxy: 177
• 31 total violations
• 0% peak-hour concentration
• Growth Rate: +400.0%"
5760,10,0.1,1.0,3,3,0.6,0.5,66.47,2,0,2.0,03:00 - 06:00,12.98397683,77.60369632000001,NO PARKING,Shivajinagar,BTP211 - Central Street Junction,0.022727272727272728,25.468507683874464,Low,2.0,1,50.0,7.0,-71.42857142857143,Low,1 Traffic Officer,"Ranked #1419 because:
• Traffic Obstruction Proxy: 66
• 10 total violations
• 10% peak-hour concentration
• Growth Rate: +200.0%"
5643,19,0.42105263157894735,1.0,4,4,0.05263157894736842,0.10526315789473684,97.05999999999999,17,0,17.0,03:00 - 06:00,12.98219604736842,77.61035795789473,WRONG PARKING,Shivajinagar,BTP051 - Safina Plaza Junction,0.030303030303030304,25.46644519919677,Low,2.0,1,50.0,8.0,-75.0,Low,1 Traffic Officer,"Ranked #1420 because:
• Traffic Obstruction Proxy: 97
• 19 total violations
• 42% peak-hour concentration
• Growth Rate: +1700.0%"
5018,14,0.07142857142857142,1.0,6,3,0.07142857142857142,0.7857142857142857,68.76999999999998,4,0,4.0,00:00 - 03:00,12.974456099999998,77.54683097857144,WRONG PARKING,Vijayanagara,BTP069 - MC Circle,0.045454545454545456,25.463361063988277,Low,3.0,1,66.7,1.0,200.0,Medium,1 Traffic Officer,"Ranked #1421 because:
• Traffic Obstruction Proxy: 68
• 14 total violations
• 7% peak-hour concentration
• Growth Rate: +400.0%"
1825,27,0.3333333333333333,0.9259259259259259,12,7,0.07407407407407407,0.25925925925925924,159.5,19,0,19.0,04:00 - 07:00,12.938160625925926,77.59858046296296,NO PARKING,Wilson Garden,BTP126 - Dairy Circle,0.09090909090909091,25.4582044423877,Low,2.0,1,50.0,4.0,-50.0,Low,1 Traffic Officer,"Ranked #1422 because:
• Traffic Obstruction Proxy: 159
• 27 total violations
• 33% peak-hour concentration
• Growth Rate: +1900.0%"
4771,19,0.0,1.0,4,3,0.3684210526315789,0.7894736842105263,94.29999999999998,9,0,9.0,05:00 - 08:00,12.981081657894737,77.59843111052632,WRONG PARKING,Shivajinagar,BTP042 - Minsk Square Junction (CTO),0.030303030303030304,25.453140623579674,Low,5.0,1,80.0,3.0,66.66666666666666,Medium,1 Traffic Officer,"Ranked #1423 because:
• Traffic Obstruction Proxy: 94
• 19 total violations
• 0% peak-hour concentration
• Growth Rate: +900.0%"
5365,19,0.0,1.0,4,4,0.2631578947368421,0.8421052631578947,94.29999999999998,2,9,-0.7777777777777778,23:00 - 26:00,12.974475247368419,77.54537780526316,WRONG PARKING,Vijayanagara,BTP020 - Hosahalli Metro Station,0.030303030303030304,25.453140623579674,Low,4.0,1,75.0,9.0,-55.55555555555556,Low,1 Traffic Officer,"Ranked #1424 because:
• Traffic Obstruction Proxy: 94
• 19 total violations
• 0% peak-hour concentration
• Growth Rate: -77.8%"
4390,26,0.15384615384615385,1.0,17,13,0.46153846153846156,0.2692307692307692,131.79,3,0,3.0,22:00 - 25:00,12.987601638461538,77.55591799615385,WRONG PARKING,Rajajinagar,"BTP210 - 50th cross, 12th Main , Rajajinagar",0.12878787878787878,25.451214807977827,Low,2.0,1,50.0,1.0,100.0,Medium,1 Traffic Officer,"Ranked #1425 because:
• Traffic Obstruction Proxy: 131
• 26 total violations
• 15% peak-hour concentration
• Growth Rate: +300.0%"
6753,21,0.14285714285714285,1.0,5,4,0.19047619047619047,0.5714285714285714,113.85,9,4,1.25,03:00 - 06:00,12.977245552380953,77.57650227619048,NO PARKING,Upparpet,BTP040 - Elite Junction,0.03787878787878788,25.447985149716807,Low,3.0,1,66.7,4.0,-25.0,Low,1 Traffic Officer,"Ranked #1426 because:
• Traffic Obstruction Proxy: 113
• 21 total violations
• 14% peak-hour concentration
• Growth Rate: +125.0%"
6170,18,0.1111111111111111,1.0,9,9,0.5,0.4444444444444444,93.14999999999999,4,0,4.0,03:00 - 06:00,12.97990786111111,77.57696185555557,WRONG PARKING,Upparpet,BTP058 - Subbanna Junction,0.06818181818181818,25.445603429991216,Low,2.0,1,50.0,1.0,100.0,Medium,1 Traffic Officer,"Ranked #1427 because:
• Traffic Obstruction Proxy: 93
• 18 total violations
• 11% peak-hour concentration
• Growth Rate: +400.0%"
2069,33,0.2727272727272727,1.0,10,7,0.42424242424242425,0.09090909090909091,209.07,3,0,3.0,04:00 - 07:00,12.923052372727273,77.61902752424243,NO PARKING,Madiwala,BTP137 - Madiwala Traffic PS Junction,0.07575757575757576,25.436213787727286,Low,3.0,1,66.7,2.0,50.0,Medium,1 Traffic Officer,"Ranked #1428 because:
• Traffic Obstruction Proxy: 209
• 33 total violations
• 27% peak-hour concentration
• Growth Rate: +300.0%"
6526,15,0.2,1.0,8,6,0.5333333333333333,0.26666666666666666,79.35,3,0,3.0,23:00 - 26:00,12.976601246666664,77.57852488000002,WRONG PARKING,Upparpet,BTP044 - Sagar Theatre Junction,0.06060606060606061,25.432110854936052,Low,3.0,1,66.7,1.0,200.0,Medium,1 Traffic Officer,"Ranked #1429 because:
• Traffic Obstruction Proxy: 79
• 15 total violations
• 20% peak-hour concentration
• Growth Rate: +300.0%"
5067,22,0.0,1.0,9,6,0.7272727272727273,0.5454545454545454,105.79999999999995,2,1,1.0,00:00 - 03:00,13.011188500000001,77.55044790454546,WRONG PARKING,Malleshwaram,BTP023 - Mahalaxmi Layout Entrance,0.06818181818181818,25.43082515914531,Low,3.0,1,66.7,1.0,200.0,Medium,1 Traffic Officer,"Ranked #1430 because:
• Traffic Obstruction Proxy: 105
• 22 total violations
• 0% peak-hour concentration
• Growth Rate: +100.0%"
5650,12,0.25,1.0,3,3,0.6666666666666666,0.16666666666666666,57.96,3,0,3.0,02:00 - 05:00,12.977311658333335,77.57448863333333,WRONG PARKING,Upparpet,BTP045 - Danvanthri Road Junction,0.022727272727272728,25.427485242388432,Low,5.0,3,50.0,1.0,400.0,Medium,1 Traffic Officer,"Ranked #1431 because:
• Traffic Obstruction Proxy: 57
• 12 total violations
• 25% peak-hour concentration
• Growth Rate: +300.0%"
336,29,1.0,0.0,1,1,0.896551724137931,0.034482758620689655,139.20000000000002,29,0,29.0,19:00 - 22:00,12.986712927586206,77.69011006206895,WRONG PARKING,Mahadevapura,No Junction,0.007575757575757576,25.419416013002337,Low,0.0,1,50.0,1.0,-100.0,Low,"1 Traffic Officer, Peak Hour Patrol","Ranked #1432 because:
• Traffic Obstruction Proxy: 139
• 29 total violations
• 100% peak-hour concentration
• Growth Rate: +2900.0%"
5594,32,0.09375,1.0,17,13,0.4375,0.375,179.85999999999999,2,4,-0.5,02:00 - 05:00,12.981192846875,77.60936689375,NO PARKING,Shivajinagar,BTP051 - Safina Plaza Junction,0.12878787878787878,25.418513089719113,Low,2.0,1,50.0,1.0,100.0,Medium,1 Traffic Officer,"Ranked #1433 because:
• Traffic Obstruction Proxy: 179
• 32 total violations
• 9% peak-hour concentration
• Growth Rate: -50.0%"
3460,16,0.25,1.0,4,4,0.5625,0.1875,97.28999999999999,14,0,14.0,00:00 - 03:00,12.996760349999999,77.55477862500001,NO PARKING,Rajajinagar,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",0.030303030303030304,25.41821180856837,Low,2.0,1,50.0,6.0,-66.66666666666666,Low,1 Traffic Officer,"Ranked #1434 because:
• Traffic Obstruction Proxy: 97
• 16 total violations
• 25% peak-hour concentration
• Growth Rate: +1400.0%"
3514,119,0.05042016806722689,1.0,24,14,0.5546218487394958,0.09243697478991597,658.95,1,0,1.0,23:00 - 26:00,12.980801212605042,77.59716506134453,NO PARKING,Cubbon Park,BTP042 - Minsk Square Junction (CTO),0.18181818181818182,25.416802572315174,Low,5.0,1,80.0,2.0,150.0,Medium,1 Traffic Officer,"Ranked #1435 because:
• Traffic Obstruction Proxy: 658
• 119 total violations
• 5% peak-hour concentration
• Growth Rate: +100.0%"
1684,84,0.047619047619047616,1.0,25,11,0.6785714285714286,0.10714285714285714,487.6,6,0,6.0,06:00 - 09:00,12.91375118809524,77.6076083488095,NO PARKING,Mico Layout,"BTP163 - 16th Main Road, BTM Layout",0.1893939393939394,25.41523084678252,Low,4.0,1,75.0,5.0,-20.0,Low,1 Traffic Officer,"Ranked #1436 because:
• Traffic Obstruction Proxy: 487
• 84 total violations
• 4% peak-hour concentration
• Growth Rate: +600.0%"
6685,19,0.21052631578947367,1.0,6,5,0.3157894736842105,0.3684210526315789,93.37999999999998,4,3,0.3333333333333333,03:00 - 06:00,12.964591336842105,77.57636413157894,WRONG PARKING,City Market,BTP082 - KR Market Junction,0.045454545454545456,25.41282059757653,Low,3.0,1,66.7,2.0,50.0,Medium,1 Traffic Officer,"Ranked #1437 because:
• Traffic Obstruction Proxy: 93
• 19 total violations
• 21% peak-hour concentration
• Growth Rate: +33.3%"
6313,14,0.07142857142857142,1.0,5,5,0.35714285714285715,0.6428571428571429,80.27,3,7,-0.5714285714285714,00:00 - 03:00,12.972930628571428,77.57904193571429,NO PARKING,Upparpet,BTP044 - Sagar Theatre Junction,0.03787878787878788,25.4051604320898,Low,4.0,1,75.0,1.0,300.0,Medium,1 Traffic Officer,"Ranked #1438 because:
• Traffic Obstruction Proxy: 80
• 14 total violations
• 7% peak-hour concentration
• Growth Rate: -57.1%"
4336,14,0.9285714285714286,0.0,4,3,0.07142857142857142,0.5714285714285714,103.60000000000001,3,0,3.0,19:00 - 22:00,12.933904735714288,77.69086850714288,NO PARKING,HAL Old Airport,No Junction,0.030303030303030304,25.40398629640517,Low,3.0,1,66.7,6.0,-50.0,Low,"1 Traffic Officer, Peak Hour Patrol","Ranked #1439 because:
• Traffic Obstruction Proxy: 103
• 14 total violations
• 92% peak-hour concentration
• Growth Rate: +300.0%"
5490,33,0.0,1.0,8,5,0.6060606060606061,0.5757575757575758,186.29999999999998,5,0,5.0,00:00 - 03:00,12.974359512121211,77.54544284242425,WRONG PARKING,Vijayanagara,BTP020 - Hosahalli Metro Station,0.06060606060606061,25.40220861464385,Low,4.0,1,75.0,2.0,100.0,Medium,1 Traffic Officer,"Ranked #1440 because:
• Traffic Obstruction Proxy: 186
• 33 total violations
• 0% peak-hour concentration
• Growth Rate: +500.0%"
5279,23,0.043478260869565216,1.0,8,8,0.17391304347826086,0.7391304347826086,114.76999999999998,16,0,16.0,23:00 - 26:00,12.97955378695652,77.60719137826086,WRONG PARKING,Shivajinagar,BTP051 - Safina Plaza Junction,0.06060606060606061,25.399954357964106,Low,2.0,1,50.0,10.0,-80.0,Low,1 Traffic Officer,"Ranked #1441 because:
• Traffic Obstruction Proxy: 114
• 23 total violations
• 4% peak-hour concentration
• Growth Rate: +1600.0%"
2594,71,0.8591549295774648,0.0,14,10,0.28169014084507044,0.38028169014084506,332.80000000000007,4,0,4.0,21:00 - 24:00,12.885673050051501,77.6416363708263,WRONG PARKING,Hulimavu,No Junction,0.10606060606060606,25.396717223122888,Low,5.0,1,80.0,3.0,66.66666666666666,Medium,"1 Traffic Officer, Peak Hour Patrol","Ranked #1442 because:
• Traffic Obstruction Proxy: 332
• 71 total violations
• 85% peak-hour concentration
• Growth Rate: +400.0%"
4770,28,0.21428571428571427,1.0,10,8,0.39285714285714285,0.25,145.13,10,0,10.0,00:00 - 03:00,12.993435512663075,77.55457534027502,WRONG PARKING,Rajajinagar,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",0.07575757575757576,25.393142634416154,Low,2.0,1,50.0,1.0,100.0,Medium,1 Traffic Officer,"Ranked #1443 because:
• Traffic Obstruction Proxy: 145
• 28 total violations
• 21% peak-hour concentration
• Growth Rate: +1000.0%"
5170,15,0.06666666666666667,1.0,8,8,0.13333333333333333,0.7333333333333333,71.07,2,0,2.0,06:00 - 09:00,12.981811733333332,77.60770032666667,WRONG PARKING,Shivajinagar,BTP051 - Safina Plaza Junction,0.06060606060606061,25.392197128084774,Low,2.0,1,50.0,1.0,100.0,Medium,1 Traffic Officer,"Ranked #1444 because:
• Traffic Obstruction Proxy: 71
• 15 total violations
• 6% peak-hour concentration
• Growth Rate: +200.0%"
4899,11,0.0,1.0,3,3,0.7272727272727273,0.6363636363636364,50.6,1,9,-0.8888888888888888,06:00 - 09:00,12.993280736363635,77.55271631818181,WRONG PARKING,Rajajinagar,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",0.022727272727272728,25.392006374076185,Low,2.0,1,50.0,9.0,-77.77777777777779,Low,1 Traffic Officer,"Ranked #1445 because:
• Traffic Obstruction Proxy: 50
• 11 total violations
• 0% peak-hour concentration
• Growth Rate: -88.9%"
3199,14,0.6428571428571429,0.0,2,2,0.5714285714285714,0.9285714285714286,74.0,6,8,-0.25,21:00 - 24:00,12.933811785714283,77.6913180857143,WRONG PARKING,HAL Old Airport,No Junction,0.015151515151515152,25.391169673280388,Low,2.0,1,50.0,8.0,-75.0,Low,"1 Traffic Officer, Peak Hour Patrol","Ranked #1446 because:
• Traffic Obstruction Proxy: 74
• 14 total violations
• 64% peak-hour concentration
• Growth Rate: -25.0%"
6260,13,0.0,1.0,2,2,0.9230769230769231,0.5384615384615384,73.6,1,0,1.0,04:00 - 07:00,12.972735269230771,77.57897454615383,NO PARKING,Upparpet,BTP044 - Sagar Theatre Junction,0.015151515151515152,25.38924147391559,Low,2.0,1,50.0,12.0,-83.33333333333334,Low,1 Traffic Officer,"Ranked #1447 because:
• Traffic Obstruction Proxy: 73
• 13 total violations
• 0% peak-hour concentration
• Growth Rate: +100.0%"
5317,25,0.0,1.0,2,1,0.44,0.76,114.99999999999999,25,0,25.0,02:00 - 05:00,12.982145116000002,77.606451712,WRONG PARKING,Shivajinagar,BTP051 - Safina Plaza Junction,0.015151515151515152,25.388810108171985,Low,2.0,1,50.0,9.0,-77.77777777777779,Low,1 Traffic Officer,"Ranked #1448 because:
• Traffic Obstruction Proxy: 114
• 25 total violations
• 0% peak-hour concentration
• Growth Rate: +2500.0%"
6621,14,0.14285714285714285,1.0,7,5,0.7142857142857143,0.2857142857142857,103.5,2,8,-0.75,02:00 - 05:00,12.964646021428573,77.57652472142857,NO PARKING,City Market,BTP082 - KR Market Junction,0.05303030303030303,25.387270480330205,Low,2.0,1,50.0,4.0,-50.0,Low,1 Traffic Officer,"Ranked #1449 because:
• Traffic Obstruction Proxy: 103
• 14 total violations
• 14% peak-hour concentration
• Growth Rate: -75.0%"
4349,10,0.0,1.0,3,2,0.6,0.7,49.449999999999996,4,0,4.0,00:00 - 03:00,12.981182229999998,77.59847392,WRONG PARKING,Shivajinagar,BTP042 - Minsk Square Junction (CTO),0.022727272727272728,25.3864628009024,Low,9.0,3,66.7,2.0,350.0,Medium,1 Traffic Officer,"Ranked #1450 because:
• Traffic Obstruction Proxy: 49
• 10 total violations
• 0% peak-hour concentration
• Growth Rate: +400.0%"
4971,58,0.1206896551724138,1.0,11,8,0.3275862068965517,0.3793103448275862,306.59000000000003,2,5,-0.6,05:00 - 08:00,12.974462646551723,77.54747225517241,WRONG PARKING,Vijayanagara,BTP069 - MC Circle,0.08333333333333333,25.379924257859333,Low,6.0,1,83.3,2.0,200.0,Medium,1 Traffic Officer,"Ranked #1451 because:
• Traffic Obstruction Proxy: 306
• 58 total violations
• 12% peak-hour concentration
• Growth Rate: -60.0%"
4387,10,0.0,1.0,3,3,0.8,0.6,46.0,3,0,3.0,03:00 - 06:00,12.98128776,77.59850573000001,WRONG PARKING,Shivajinagar,BTP042 - Minsk Square Junction (CTO),0.022727272727272728,25.369832081381034,Low,7.0,3,57.1,1.0,600.0,Medium,1 Traffic Officer,"Ranked #1452 because:
• Traffic Obstruction Proxy: 46
• 10 total violations
• 0% peak-hour concentration
• Growth Rate: +300.0%"
4982,24,0.041666666666666664,1.0,9,7,0.375,0.625,120.52000000000001,1,3,-0.6666666666666666,05:00 - 08:00,12.981120391666666,77.60773220416667,WRONG PARKING,Shivajinagar,BTP051 - Safina Plaza Junction,0.06818181818181818,25.36920713819405,Low,3.0,1,66.7,3.0,0.0,Low,1 Traffic Officer,"Ranked #1453 because:
• Traffic Obstruction Proxy: 120
• 24 total violations
• 4% peak-hour concentration
• Growth Rate: -66.7%"
6178,13,0.0,1.0,2,2,0.6153846153846154,0.6923076923076923,69.0,10,0,10.0,03:00 - 06:00,12.97286324615385,77.57859314615385,NO PARKING,Upparpet,BTP044 - Sagar Theatre Junction,0.015151515151515152,25.36706718122044,Low,2.0,1,50.0,3.0,-33.33333333333333,Low,1 Traffic Officer,"Ranked #1454 because:
• Traffic Obstruction Proxy: 69
• 13 total violations
• 0% peak-hour concentration
• Growth Rate: +1000.0%"
255,39,0.9487179487179487,0.0,16,13,0.46153846153846156,0.15384615384615385,190.40000000000006,3,6,-0.5,21:00 - 24:00,13.096521628205124,77.59996714102566,WRONG PARKING,Yelahanka,No Junction,0.12121212121212122,25.36369759985795,Low,3.0,1,66.7,6.0,-50.0,Low,"1 Traffic Officer, Peak Hour Patrol","Ranked #1455 because:
• Traffic Obstruction Proxy: 190
• 39 total violations
• 94% peak-hour concentration
• Growth Rate: -50.0%"
242,17,0.9411764705882353,0.0,9,7,0.47058823529411764,0.29411764705882354,85.6,1,0,1.0,19:00 - 22:00,13.09753238235294,77.5993301117647,WRONG PARKING,Yelahanka,No Junction,0.06818181818181818,25.36018905913755,Low,2.0,1,50.0,5.0,-60.0,Low,"1 Traffic Officer, Peak Hour Patrol","Ranked #1456 because:
• Traffic Obstruction Proxy: 85
• 17 total violations
• 94% peak-hour concentration
• Growth Rate: +100.0%"
4927,22,0.3181818181818182,1.0,4,4,0.18181818181818182,0.22727272727272727,114.53999999999996,10,0,10.0,21:00 - 24:00,12.974465645454545,77.54734653636363,WRONG PARKING,Vijayanagara,BTP069 - MC Circle,0.030303030303030304,25.359319951629743,Low,6.0,3,50.0,3.0,100.0,Medium,1 Traffic Officer,"Ranked #1457 because:
• Traffic Obstruction Proxy: 114
• 22 total violations
• 31% peak-hour concentration
• Growth Rate: +1000.0%"
5681,37,0.10810810810810811,1.0,17,14,0.40540540540540543,0.35135135135135137,189.98,4,0,4.0,05:00 - 08:00,12.981280881081082,77.60912207027027,WRONG PARKING,Shivajinagar,BTP051 - Safina Plaza Junction,0.12878787878787878,25.35749923635116,Low,3.0,1,66.7,1.0,200.0,Medium,1 Traffic Officer,"Ranked #1458 because:
• Traffic Obstruction Proxy: 189
• 37 total violations
• 10% peak-hour concentration
• Growth Rate: +400.0%"
4868,30,0.3,1.0,10,9,0.36666666666666664,0.06666666666666667,189.51999999999998,4,0,4.0,04:00 - 07:00,12.984304723333333,77.60500585999999,WRONG PARKING,Shivajinagar,BTP211 - Central Street Junction,0.07575757575757576,25.357124558924394,Low,3.0,1,66.7,2.0,50.0,Medium,1 Traffic Officer,"Ranked #1459 because:
• Traffic Obstruction Proxy: 189
• 30 total violations
• 30% peak-hour concentration
• Growth Rate: +400.0%"
5572,32,0.15625,1.0,12,10,0.375,0.34375,155.25,6,0,6.0,03:00 - 06:00,12.97868696875,77.573796865625,WRONG PARKING,Upparpet,BTP057 - Anand Rao Junction,0.09090909090909091,25.356698805618223,Low,3.0,1,66.7,2.0,50.0,Medium,1 Traffic Officer,"Ranked #1460 because:
• Traffic Obstruction Proxy: 155
• 32 total violations
• 15% peak-hour concentration
• Growth Rate: +600.0%"
5060,68,0.08823529411764706,1.0,24,13,0.4117647058823529,0.22058823529411764,371.45000000000005,19,2,8.5,23:00 - 26:00,12.973667035294117,77.58299475294115,NO PARKING,Halasuru Gate,BTP038 - Mysore Bank Junction,0.18181818181818182,25.35443869063273,Low,3.0,1,66.7,5.0,-40.0,Low,1 Traffic Officer,"Ranked #1461 because:
• Traffic Obstruction Proxy: 371
• 68 total violations
• 8% peak-hour concentration
• Growth Rate: +850.0%"
6616,12,0.0,1.0,2,2,1.0,0.5,65.55,7,0,7.0,03:00 - 06:00,12.977253141666665,77.57636089166668,NO PARKING,Upparpet,BTP040 - Elite Junction,0.015151515151515152,25.350436461699072,Low,2.0,1,50.0,5.0,-60.0,Low,1 Traffic Officer,"Ranked #1462 because:
• Traffic Obstruction Proxy: 65
• 12 total violations
• 0% peak-hour concentration
• Growth Rate: +700.0%"
6003,42,0.11904761904761904,1.0,15,11,0.21428571428571427,0.40476190476190477,277.15,1,2,-0.5,22:00 - 25:00,12.96663719761905,77.5739009333333,WRONG PARKING,Chamarajpet,"BTP083 - AS Char Street, Mysore Road",0.11363636363636363,25.347726652948904,Low,3.0,1,66.7,2.0,50.0,Medium,1 Traffic Officer,"Ranked #1463 because:
• Traffic Obstruction Proxy: 277
• 42 total violations
• 11% peak-hour concentration
• Growth Rate: -50.0%"
6543,35,0.14285714285714285,1.0,14,12,0.22857142857142856,0.4,196.42,1,2,-0.5,03:00 - 06:00,12.976739802857141,77.5785964885714,NO PARKING,Upparpet,BTP044 - Sagar Theatre Junction,0.10606060606060606,25.344931452512583,Low,3.0,1,66.7,2.0,50.0,Medium,1 Traffic Officer,"Ranked #1464 because:
• Traffic Obstruction Proxy: 196
• 35 total violations
• 14% peak-hour concentration
• Growth Rate: -50.0%"
4889,18,0.0,1.0,6,5,0.5555555555555556,0.6666666666666666,85.1,2,1,1.0,05:00 - 08:00,13.00839475,77.54848853888888,WRONG PARKING,Rajajinagar,BTP023 - Mahalaxmi Layout Entrance,0.045454545454545456,25.34366710464338,Low,4.0,1,75.0,1.0,300.0,Medium,1 Traffic Officer,"Ranked #1465 because:
• Traffic Obstruction Proxy: 85
• 18 total violations
• 0% peak-hour concentration
• Growth Rate: +100.0%"
2719,12,1.0,0.0,4,3,0.08333333333333333,0.4166666666666667,103.2,9,0,9.0,19:00 - 22:00,13.000462397140275,77.67758429809298,NO PARKING,Mahadevapura,No Junction,0.030303030303030304,25.34253428751656,Low,2.0,1,50.0,8.0,-75.0,Low,"1 Traffic Officer, Peak Hour Patrol","Ranked #1466 because:
• Traffic Obstruction Proxy: 103
• 12 total violations
• 100% peak-hour concentration
• Growth Rate: +900.0%"
4208,14,0.7142857142857143,0.0,4,3,0.35714285714285715,0.8571428571428571,89.8,4,0,4.0,19:00 - 22:00,12.933908085714288,77.69090392857143,PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC,HAL Old Airport,No Junction,0.030303030303030304,25.337463418319707,Low,2.0,1,50.0,6.0,-66.66666666666666,Low,"1 Traffic Officer, Peak Hour Patrol","Ranked #1467 because:
• Traffic Obstruction Proxy: 89
• 14 total violations
• 71% peak-hour concentration
• Growth Rate: +400.0%"
1813,154,0.0,1.0,22,10,0.12337662337662338,0.3246753246753247,863.65,33,6,4.5,00:00 - 03:00,12.908494644805195,77.6005102590909,NO PARKING,Mico Layout,BTP130 - GD Mara Junction,0.16666666666666666,25.334039880672005,Low,6.0,1,83.3,14.0,-57.14285714285714,Low,1 Traffic Officer,"Ranked #1468 because:
• Traffic Obstruction Proxy: 863
• 154 total violations
• 0% peak-hour concentration
• Growth Rate: +450.0%"
6785,43,0.046511627906976744,1.0,17,10,0.4418604651162791,0.4418604651162791,214.58999999999997,5,0,5.0,04:00 - 07:00,12.975842613953487,77.57725642790697,WRONG PARKING,Upparpet,BTP040 - Elite Junction,0.12878787878787878,25.331568534451254,Low,3.0,1,66.7,1.0,200.0,Medium,1 Traffic Officer,"Ranked #1469 because:
• Traffic Obstruction Proxy: 214
• 43 total violations
• 4% peak-hour concentration
• Growth Rate: +500.0%"
6668,38,0.07894736842105263,1.0,16,11,0.2631578947368421,0.47368421052631576,221.95,1,0,1.0,03:00 - 06:00,12.977444728947367,77.57646632631581,NO PARKING,Upparpet,BTP040 - Elite Junction,0.12121212121212122,25.326850451611836,Low,3.0,1,66.7,3.0,0.0,Low,1 Traffic Officer,"Ranked #1470 because:
• Traffic Obstruction Proxy: 221
• 38 total violations
• 7% peak-hour concentration
• Growth Rate: +100.0%"
5335,12,0.0,1.0,2,2,0.3333333333333333,0.8333333333333334,59.8,12,0,12.0,05:00 - 08:00,12.982098233333332,77.60644110000003,WRONG PARKING,Shivajinagar,BTP051 - Safina Plaza Junction,0.015151515151515152,25.32271859583013,Low,2.0,1,50.0,4.0,-50.0,Low,1 Traffic Officer,"Ranked #1471 because:
• Traffic Obstruction Proxy: 59
• 12 total violations
• 0% peak-hour concentration
• Growth Rate: +1200.0%"
6744,14,0.0,1.0,14,10,0.7142857142857143,0.5,72.45,2,1,1.0,02:00 - 05:00,12.976495842857144,77.57739959285713,NO PARKING,Upparpet,BTP040 - Elite Junction,0.10606060606060606,25.31876283580674,Low,2.0,1,50.0,1.0,100.0,Medium,1 Traffic Officer,"Ranked #1472 because:
• Traffic Obstruction Proxy: 72
• 14 total violations
• 0% peak-hour concentration
• Growth Rate: +100.0%"
2847,31,0.1935483870967742,1.0,11,8,0.3225806451612903,0.2903225806451613,181.23999999999998,5,0,5.0,22:00 - 25:00,12.962005770967739,77.59395685483871,WRONG PARKING,Halasuru Gate,"BTP101 - Blood Bank Circle, KH Road",0.08333333333333333,25.317943969903027,Low,3.0,1,66.7,3.0,0.0,Low,1 Traffic Officer,"Ranked #1473 because:
• Traffic Obstruction Proxy: 181
• 31 total violations
• 19% peak-hour concentration
• Growth Rate: +500.0%"
5550,13,0.07692307692307693,1.0,5,5,0.8461538461538461,0.38461538461538464,67.62,4,0,4.0,03:00 - 06:00,12.977256053846153,77.57380320769231,WRONG PARKING,Upparpet,BTP045 - Danvanthri Road Junction,0.03787878787878788,25.3167085997056,Low,3.0,1,66.7,3.0,0.0,Low,1 Traffic Officer,"Ranked #1474 because:
• Traffic Obstruction Proxy: 67
• 13 total violations
• 7% peak-hour concentration
• Growth Rate: +400.0%"
4309,43,0.06976744186046512,1.0,35,17,0.5581395348837209,0.11627906976744186,244.95,3,2,0.5,01:00 - 04:00,12.957319274418605,77.58615475116281,NO PARKING,Wilson Garden,BTP192 - Urvashi Theater,0.26515151515151514,25.31407108611242,Low,2.0,1,50.0,1.0,100.0,Medium,1 Traffic Officer,"Ranked #1475 because:
• Traffic Obstruction Proxy: 244
• 43 total violations
• 6% peak-hour concentration
• Growth Rate: +50.0%"
5906,38,0.10526315789473684,1.0,11,8,0.5,0.3684210526315789,200.32999999999998,2,0,2.0,23:00 - 26:00,12.971995621052631,77.58049028157895,NO PARKING,Upparpet,BTP038 - Mysore Bank Junction,0.08333333333333333,25.3123441946049,Low,3.0,1,66.7,3.0,0.0,Low,1 Traffic Officer,"Ranked #1476 because:
• Traffic Obstruction Proxy: 200
• 38 total violations
• 10% peak-hour concentration
• Growth Rate: +200.0%"
